signal,rebal,scheme,minvol,timing,win,sharpe,ann,vol,maxdd,turnover,sh_h1,sh_h2,n,market
dnbeta,W,q20,5000000.0,fund90,180.0,-0.8736284006111029,-0.2412177264893927,0.2761102161063685,-1.3032443008885641,18.40794250426271,-0.4602034957179016,-1.23994942144323,1673,btc
dnbeta,M,q20,5000000.0,none,365.0,-0.8761914506757525,-0.26281365790132316,0.29995003683114135,-1.6040898160194124,11.32802835760901,-1.180706770469537,-0.5001920257648385,2007,btc
dnbeta,W,rank,5000000.0,disp63,365.0,-0.876252138345604,-0.28336650131218766,0.3233846616878949,-1.652361280018072,17.142366958214883,-1.5571863916825754,-0.054567171694192555,1734,advw
dnbeta,M,rank,5000000.0,fund63,365.0,-0.8867105382118922,-0.14299745840293954,0.16126734964862707,-0.7334828819606805,7.402732790566796,-1.0335967336915446,-0.7788554468491694,1704,btc
dnbeta,W,q20,20000000.0,disp63,180.0,-0.8919741444233285,-0.4423071746365503,0.495874434704054,-2.1907771289213067,41.35781557848516,-0.5044930212700837,-1.3109677705040608,1734,btc
dnbeta,M,q20,5000000.0,disp63,365.0,-0.9099521482663067,-0.3969254204663409,0.43620471826192847,-2.164803762915396,15.097969429863028,-1.511515696733366,-0.2378667775369397,1734,advw
dnbeta,M,q20,5000000.0,disp63,180.0,-0.9101142457544021,-0.39849157284024345,0.4378478577817777,-2.018399251187118,18.972961897294365,-0.6650604482377634,-1.170328678636931,1734,btc
dnbeta,W,q20,5000000.0,disp63,365.0,-0.9228056885104186,-0.34211340704639726,0.37073179251704913,-1.8331623871862126,22.201332594352905,-1.0410001541816585,-0.7937517643281047,1734,btc
dnbeta,W,q20,50000000.0,fund90,180.0,-0.9392402906991635,-0.3850932878278661,0.41000507712590295,-1.8163541772169312,26.576878625286923,-0.9947273257317704,-0.9038277310915832,1673,btc
dnbeta,W,rank,20000000.0,disp63,180.0,-0.9667476224387649,-0.35321427905796293,0.36536348356040144,-1.718957183596867,30.39325946942168,-0.5747590099778666,-1.4181676603988154,1734,btc
dnbeta,W,rank,20000000.0,disp63,365.0,-0.9699656632380131,-0.32783470030411915,0.33798588210815256,-1.6592934695798753,24.0710534205603,-1.374029244346109,-0.5471477654068605,1734,btc
dnbeta,W,rank,5000000.0,fund90,180.0,-0.9824833395104101,-0.19716090488016944,0.20067607963552683,-1.002156461717531,14.019923479571679,-0.6743318594164356,-1.2659288216919233,1673,btc
dnbeta,M,q20,5000000.0,disp63,365.0,-1.0257724205541179,-0.3792577762973389,0.36972896589719717,-1.92039079364777,14.419593670251981,-1.145017880347415,-0.892255997446351,1734,btc
dnbeta,M,rank,5000000.0,fund90,365.0,-1.0375540155305776,-0.16243367859467392,0.15655443105929248,-0.7580061327399465,6.761245757804552,-1.3812798083140039,-0.7759135106398951,1673,btc
dnbeta,W,rank,5000000.0,fund90,365.0,-1.0400384807674186,-0.16364119497791452,0.1573414811124755,-0.7875511400955609,10.424241593256577,-1.2894270256571674,-0.8481704459517633,1673,btc
dnbeta,M,rank,5000000.0,none,365.0,-1.040510159104305,-0.2305956470715994,0.2216178718236652,-1.4178529638423092,8.223929810533996,-1.3140859702208652,-0.7023745681976483,2007,btc
dnbeta,M,rank,5000000.0,disp63,180.0,-1.1327345832093745,-0.35443775418559026,0.31290450511483675,-1.734833971922432,14.446342774787503,-0.9611376892791793,-1.326868349705639,1734,btc
dnbeta,W,q20,5000000.0,disp63,180.0,-1.1858077980362522,-0.50014865095371,0.4217788513298506,-2.438986950636281,31.742542995609533,-0.7737762511886962,-1.6272424455118164,1734,btc
dnbeta,W,rank,5000000.0,disp63,365.0,-1.2156473121416493,-0.33316981346714103,0.2740678238988443,-1.6772585881233861,16.757518282368157,-1.53217789541857,-0.8434882918488457,1734,btc
dnbeta,M,rank,5000000.0,disp63,365.0,-1.2524039056404503,-0.33825305683118795,0.270083042146226,-1.6618640568865062,10.950930601463494,-1.5841042199883733,-0.8554663426859259,1734,btc
dnbeta,W,rank,5000000.0,disp63,180.0,-1.2982319136285267,-0.40340915334949035,0.3107373567962688,-1.9840620463894652,23.448363476909766,-0.9311290539813658,-1.7250252626253086,1734,btc
